期号,数字,触发极冷位置,触发位置遗漏期数,其他位置1,位置1遗漏期数,其他位置2,位置2遗漏期数
24233,0,百位,6315,十位,10,个位,10
24234,0,百位,6316,十位,11,个位,11
24235,0,百位,6317,十位,12,个位,12
24236,0,百位,6318,十位,13,个位,13
24237,0,百位,6319,十位,14,个位,14
24238,0,百位,6320,十位,15,个位,15
24239,0,百位,6321,十位,16,个位,0
24240,0,百位,6322,十位,17,个位,1
24242,0,百位,6323,十位,18,个位,2
24243,0,百位,6324,十位,19,个位,3
24244,0,百位,6325,十位,20,个位,4
24245,0,百位,6326,十位,21,个位,5
24246,0,百位,6327,十位,22,个位,6
24247,0,百位,6328,十位,23,个位,7
24248,0,百位,6329,十位,24,个位,8
24249,0,百位,6330,十位,25,个位,9
24250,0,百位,6331,十位,26,个位,10
24251,0,百位,6332,十位,0,个位,11
24252,0,百位,6333,十位,1,个位,12
24253,0,百位,6334,十位,0,个位,0
24254,0,百位,6335,十位,1,个位,1
24255,0,百位,6336,十位,2,个位,2
24256,0,百位,6337,十位,3,个位,3
24258,0,百位,6338,十位,4,个位,4
24259,0,百位,6339,十位,5,个位,0
24260,0,百位,6340,十位,6,个位,1
24261,0,百位,6341,十位,7,个位,2
24262,0,百位,6342,十位,8,个位,3
24263,0,百位,6343,十位,9,个位,4
24264,0,百位,6344,十位,0,个位,5
24265,0,百位,6345,十位,1,个位,6
24266,0,百位,6346,十位,0,个位,7
24267,0,百位,6347,十位,1,个位,8
24268,0,百位,6348,十位,2,个位,9
24269,0,百位,6349,十位,3,个位,10
24270,0,百位,6350,十位,4,个位,11
24271,0,百位,6351,十位,0,个位,12
24272,0,百位,6352,十位,1,个位,13
24273,0,百位,6353,十位,2,个位,14
24274,0,百位,6354,十位,3,个位,15
24275,0,百位,6355,十位,4,个位,16
24277,0,百位,6356,十位,5,个位,17
24278,0,百位,6357,十位,6,个位,18
24279,0,百位,6358,十位,7,个位,19
24280,0,百位,6359,十位,8,个位,20
24281,0,百位,6360,十位,9,个位,21
24282,0,百位,6361,十位,10,个位,22
24283,0,百位,6362,十位,0,个位,23
24285,0,百位,6363,十位,1,个位,24
24286,0,百位,6364,十位,2,个位,25
24287,0,百位,6365,十位,3,个位,26
24288,0,百位,6366,十位,4,个位,27
24291,0,百位,6367,十位,5,个位,0
24294,0,百位,6368,十位,6,个位,0
24295,0,百位,6369,十位,0,个位,1
24296,0,百位,6370,十位,1,个位,2
24298,0,百位,6371,十位,2,个位,3
24299,0,百位,6372,十位,3,个位,0
24300,0,百位,6373,十位,4,个位,1
24301,0,百位,6374,十位,5,个位,2
24302,0,百位,6375,十位,6,个位,3
24303,0,百位,6376,十位,7,个位,4
24304,0,百位,6377,十位,0,个位,5
24305,0,百位,6378,十位,1,个位,6
24306,0,百位,6379,十位,2,个位,7
24307,0,百位,6380,十位,0,个位,8
24308,0,百位,6381,十位,1,个位,9
24309,0,百位,6382,十位,2,个位,10
24310,0,百位,6383,十位,3,个位,11
24311,0,百位,6384,十位,4,个位,12
24312,0,百位,6385,十位,5,个位,13
24313,0,百位,6386,十位,6,个位,14
24316,0,百位,6387,十位,7,个位,15
24317,0,百位,6388,十位,8,个位,16
24318,0,百位,6389,十位,9,个位,17
24319,0,百位,6390,十位,10,个位,18
24320,0,百位,6391,十位,11,个位,19
24322,0,百位,6392,十位,12,个位,20
24323,0,百位,6393,十位,13,个位,21
24324,0,百位,6394,十位,14,个位,22
24326,0,百位,6395,十位,15,个位,0
24327,0,百位,6396,十位,16,个位,1
24328,0,百位,6397,十位,17,个位,2
24329,0,百位,6398,十位,18,个位,3
24330,0,百位,6399,十位,19,个位,4
24331,0,百位,6400,十位,20,个位,5
24332,0,百位,6401,十位,21,个位,6
24333,0,百位,6402,十位,22,个位,7
24334,0,百位,6403,十位,23,个位,8
24335,0,百位,6404,十位,24,个位,9
24336,0,百位,6405,十位,25,个位,10
24337,0,百位,6406,十位,26,个位,11
24338,0,百位,6407,十位,27,个位,12
24339,0,百位,6408,十位,28,个位,13
24341,0,百位,6409,十位,29,个位,14
24343,0,百位,6410,十位,30,个位,15
24344,0,百位,6411,十位,31,个位,16
24345,0,百位,6412,十位,32,个位,17
24346,0,百位,6413,十位,33,个位,0
24347,0,百位,6414,十位,34,个位,1
24348,0,百位,6415,十位,35,个位,2
24349,0,百位,6416,十位,36,个位,3
24350,0,百位,6417,十位,0,个位,4
24351,0,百位,6418,十位,1,个位,0
24352,0,百位,6419,十位,2,个位,1
25001,0,百位,6420,十位,3,个位,2
25002,0,百位,6421,十位,4,个位,3
25003,0,百位,6422,十位,0,个位,0
25004,0,百位,6423,十位,1,个位,1
25005,0,百位,6424,十位,2,个位,2
25006,0,百位,6425,十位,3,个位,3
25007,0,百位,6426,十位,4,个位,4
25008,0,百位,6427,十位,5,个位,5
25009,0,百位,6428,十位,6,个位,6
25010,0,百位,6429,十位,0,个位,7
25012,0,百位,6430,十位,1,个位,8
25013,0,百位,6431,十位,2,个位,9
25014,0,百位,6432,十位,3,个位,10
25015,0,百位,6433,十位,0,个位,11
25016,0,百位,6434,十位,1,个位,12
25017,0,百位,6435,十位,2,个位,13
25018,0,百位,6436,十位,3,个位,14
25019,0,百位,6437,十位,4,个位,15
25020,0,百位,6438,十位,5,个位,16
25021,0,百位,6439,十位,6,个位,17
25022,0,百位,6440,十位,7,个位,18
25023,0,百位,6441,十位,8,个位,19
25024,0,百位,6442,十位,9,个位,20
25025,0,百位,6443,十位,10,个位,21
25026,0,百位,6444,十位,11,个位,22
25028,0,百位,6445,十位,12,个位,23
25029,0,百位,6446,十位,13,个位,24
25030,0,百位,6447,十位,14,个位,25
25031,0,百位,6448,十位,15,个位,26
25032,0,百位,6449,十位,16,个位,27
25033,0,百位,6450,十位,17,个位,28
25034,0,百位,6451,十位,18,个位,29
25035,0,百位,6452,十位,0,个位,30
25036,0,百位,6453,十位,1,个位,31
25037,0,百位,6454,十位,2,个位,32
25038,0,百位,6455,十位,3,个位,33
25039,0,百位,6456,十位,4,个位,34
25040,0,百位,6457,十位,5,个位,35
25041,0,百位,6458,十位,6,个位,36
25042,0,百位,6459,十位,7,个位,37
25043,0,百位,6460,十位,8,个位,38
25044,0,百位,6461,十位,9,个位,39
25045,0,百位,6462,十位,0,个位,40
25046,0,百位,6463,十位,1,个位,41
25047,0,百位,6464,十位,2,个位,42
25048,0,百位,6465,十位,0,个位,43
25050,0,百位,6466,十位,1,个位,0
25051,0,百位,6467,十位,2,个位,0
25052,0,百位,6468,十位,3,个位,1
25053,0,百位,6469,十位,4,个位,2
25054,0,百位,6470,十位,5,个位,3
25055,0,百位,6471,十位,6,个位,4
25056,0,百位,6472,十位,7,个位,5
25057,0,百位,6473,十位,8,个位,6
25058,0,百位,6474,十位,9,个位,7
25059,0,百位,6475,十位,10,个位,8
25060,0,百位,6476,十位,11,个位,9
25061,0,百位,6477,十位,12,个位,10
25062,0,百位,6478,十位,13,个位,0
25063,0,百位,6479,十位,14,个位,1
25064,0,百位,6480,十位,15,个位,2
25065,0,百位,6481,十位,16,个位,3
25066,0,百位,6482,十位,17,个位,0
25067,0,百位,6483,十位,18,个位,1
25068,0,百位,6484,十位,19,个位,2
25069,0,百位,6485,十位,20,个位,3
25070,0,百位,6486,十位,21,个位,4
25071,0,百位,6487,十位,22,个位,5
25072,0,百位,6488,十位,23,个位,6
25073,0,百位,6489,十位,24,个位,7
25074,0,百位,6490,十位,25,个位,8
25075,0,百位,6491,十位,26,个位,9
25076,0,百位,6492,十位,27,个位,10
25077,0,百位,6493,十位,0,个位,11
25078,0,百位,6494,十位,1,个位,12
25079,0,百位,6495,十位,2,个位,13
25080,0,百位,6496,十位,3,个位,14
25081,0,百位,6497,十位,4,个位,15
25082,0,百位,6498,十位,5,个位,16
25083,0,百位,6499,十位,6,个位,17
25084,0,百位,6500,十位,7,个位,18
25085,0,百位,6501,十位,0,个位,19
25086,0,百位,6502,十位,1,个位,20
25087,0,百位,6503,十位,2,个位,21
25088,0,百位,6504,十位,3,个位,22
25089,0,百位,6505,十位,4,个位,23
25090,0,百位,6506,十位,0,个位,24
25091,0,百位,6507,十位,1,个位,25
25092,0,百位,6508,十位,2,个位,0
25093,0,百位,6509,十位,3,个位,1
25094,0,百位,6510,十位,4,个位,2
25095,0,百位,6511,十位,5,个位,3
25096,0,百位,6512,十位,6,个位,4
25097,0,百位,6513,十位,7,个位,5
25098,0,百位,6514,十位,8,个位,6
25099,0,百位,6515,十位,9,个位,7
25100,0,百位,6516,十位,10,个位,8
25101,0,百位,6517,十位,11,个位,9
25102,0,百位,6518,十位,12,个位,10
25103,0,百位,6519,十位,13,个位,11
25104,0,百位,6520,十位,14,个位,12
25107,0,百位,6521,十位,15,个位,13
25108,0,百位,6522,十位,16,个位,14
25109,0,百位,6523,十位,17,个位,15
25110,0,百位,6524,十位,18,个位,16
25111,0,百位,6525,十位,19,个位,17
25112,0,百位,6526,十位,20,个位,18
25114,0,百位,6527,十位,21,个位,19
25115,0,百位,6528,十位,22,个位,20
25116,0,百位,6529,十位,23,个位,21
25117,0,百位,6530,十位,24,个位,0
25118,0,百位,6531,十位,25,个位,0
25119,0,百位,6532,十位,26,个位,1
25120,0,百位,6533,十位,0,个位,2
25121,0,百位,6534,十位,0,个位,3
25123,0,百位,6535,十位,1,个位,4
25124,0,百位,6536,十位,2,个位,5
25125,0,百位,6537,十位,3,个位,6
25126,0,百位,6538,十位,4,个位,7
25127,0,百位,6539,十位,5,个位,8
25128,0,百位,6540,十位,6,个位,9
25129,0,百位,6541,十位,7,个位,0
25131,0,百位,6542,十位,8,个位,1
25132,0,百位,6543,十位,9,个位,2
25133,0,百位,6544,十位,10,个位,3
25134,0,百位,6545,十位,11,个位,4
25135,0,百位,6546,十位,12,个位,0
25136,0,百位,6547,十位,13,个位,1
25137,0,百位,6548,十位,14,个位,2
25138,0,百位,6549,十位,15,个位,3
25139,0,百位,6550,十位,16,个位,4
25140,0,百位,6551,十位,17,个位,5
25141,0,百位,6552,十位,18,个位,6
25142,0,百位,6553,十位,19,个位,7
25143,0,百位,6554,十位,20,个位,8
25144,0,百位,6555,十位,21,个位,9
25145,0,百位,6556,十位,22,个位,10
25146,0,百位,6557,十位,23,个位,11
25148,0,百位,6558,十位,24,个位,12
25149,0,百位,6559,十位,25,个位,13
25150,0,百位,6560,十位,26,个位,14
25151,0,百位,6561,十位,27,个位,15
25152,0,百位,6562,十位,28,个位,16
25153,0,百位,6563,十位,29,个位,17
25154,0,百位,6564,十位,30,个位,18
25156,0,百位,6565,十位,31,个位,19
25157,0,百位,6566,十位,32,个位,20
25158,0,百位,6567,十位,33,个位,0
25159,0,百位,6568,十位,34,个位,1
25160,0,百位,6569,十位,35,个位,2
25161,0,百位,6570,十位,36,个位,3
25162,0,百位,6571,十位,37,个位,4
25163,0,百位,6572,十位,38,个位,5
25164,0,百位,6573,十位,39,个位,6
25165,0,百位,6574,十位,40,个位,7
25166,0,百位,6575,十位,0,个位,8
25167,0,百位,6576,十位,1,个位,9
25168,0,百位,6577,十位,2,个位,10
25169,0,百位,6578,十位,0,个位,11
25170,0,百位,6579,十位,1,个位,12
25171,0,百位,6580,十位,0,个位,13
25172,0,百位,6581,十位,0,个位,14
25173,0,百位,6582,十位,1,个位,15
25174,0,百位,6583,十位,2,个位,16
25175,0,百位,6584,十位,3,个位,17
25176,0,百位,6585,十位,4,个位,18
25177,0,百位,6586,十位,5,个位,19
25178,0,百位,6587,十位,6,个位,20
25179,0,百位,6588,十位,7,个位,21
25180,0,百位,6589,十位,8,个位,22
25181,0,百位,6590,十位,9,个位,23
25182,0,百位,6591,十位,10,个位,24
25183,0,百位,6592,十位,11,个位,25
25184,0,百位,6593,十位,12,个位,26
25185,0,百位,6594,十位,13,个位,27
25186,0,百位,6595,十位,0,个位,28
25187,0,百位,6596,十位,1,个位,29
25188,0,百位,6597,十位,2,个位,30
25189,0,百位,6598,十位,3,个位,31
25190,0,百位,6599,十位,4,个位,32
25191,0,百位,6600,十位,5,个位,33
25192,0,百位,6601,十位,6,个位,34
25193,0,百位,6602,十位,7,个位,35
25194,0,百位,6603,十位,8,个位,36
25195,0,百位,6604,十位,9,个位,0
25196,0,百位,6605,十位,10,个位,0
25197,0,百位,6606,十位,11,个位,1
25198,0,百位,6607,十位,12,个位,2
25199,0,百位,6608,十位,13,个位,3
25200,0,百位,6609,十位,14,个位,4
25201,0,百位,6610,十位,15,个位,5
25202,0,百位,6611,十位,0,个位,6
25203,0,百位,6612,十位,1,个位,7
25204,0,百位,6613,十位,2,个位,8
25205,0,百位,6614,十位,3,个位,0
25206,0,百位,6615,十位,4,个位,1
25207,0,百位,6616,十位,0,个位,2
25208,0,百位,6617,十位,1,个位,3
25209,0,百位,6618,十位,0,个位,4
25210,0,百位,6619,十位,1,个位,5
25212,0,百位,6620,十位,2,个位,6
25213,0,百位,6621,十位,3,个位,7
25214,0,百位,6622,十位,4,个位,8
25215,0,百位,6623,十位,5,个位,9
25216,0,百位,6624,十位,6,个位,10
25217,0,百位,6625,十位,7,个位,0
25218,0,百位,6626,十位,8,个位,1
25219,0,百位,6627,十位,0,个位,2
25220,0,百位,6628,十位,1,个位,3
25221,0,百位,6629,十位,2,个位,4
25222,0,百位,6630,十位,3,个位,5
25223,0,百位,6631,十位,4,个位,0
25226,0,百位,6632,十位,5,个位,1
25227,0,百位,6633,十位,6,个位,2
25228,0,百位,6634,十位,7,个位,3
25229,0,百位,6635,十位,8,个位,4
25230,0,百位,6636,十位,9,个位,5
25231,0,百位,6637,十位,10,个位,6
25232,0,百位,6638,十位,11,个位,7
25233,0,百位,6639,十位,12,个位,8
25234,0,百位,6640,十位,13,个位,9
25235,0,百位,6641,十位,14,个位,10
25236,0,百位,6642,十位,15,个位,11
25237,0,百位,6643,十位,16,个位,12
25238,0,百位,6644,十位,17,个位,13
25239,0,百位,6645,十位,18,个位,14
25240,0,百位,6646,十位,19,个位,0
25242,0,百位,6647,十位,20,个位,1
25243,0,百位,6648,十位,21,个位,2
25243,0,百位,6649,十位,22,个位,3
25244,0,百位,6650,十位,23,个位,4
25245,0,百位,6651,十位,24,个位,5
25246,0,百位,6652,十位,25,个位,6
25247,0,百位,6653,十位,0,个位,7
25248,0,百位,6654,十位,1,个位,8
25249,0,百位,6655,十位,2,个位,9
25250,0,百位,6656,十位,3,个位,10
25251,0,百位,6657,十位,4,个位,11
25252,0,百位,6658,十位,5,个位,12
25253,0,百位,6659,十位,6,个位,0
25254,0,百位,6660,十位,7,个位,1
25255,0,百位,6661,十位,8,个位,2
25256,0,百位,6662,十位,9,个位,3
25257,0,百位,6663,十位,10,个位,4
25259,0,百位,6664,十位,11,个位,5
25260,0,百位,6665,十位,12,个位,0
25261,0,百位,6666,十位,13,个位,1
25262,0,百位,6667,十位,14,个位,2
25263,0,百位,6668,十位,15,个位,3
25264,0,百位,6669,十位,16,个位,4
25265,0,百位,6670,十位,0,个位,5
25266,0,百位,6671,十位,1,个位,6
25267,0,百位,6672,十位,2,个位,7
25268,0,百位,6673,十位,3,个位,8
25269,0,百位,6674,十位,4,个位,9
25269,9,个位,56,百位,19,十位,11
25271,0,百位,6675,十位,5,个位,10
25271,9,个位,57,百位,20,十位,12
25272,0,百位,6676,十位,6,个位,11
25272,9,个位,58,百位,21,十位,0
25273,0,百位,6677,十位,7,个位,12
25273,9,个位,59,百位,22,十位,1
25274,0,百位,6678,十位,8,个位,13
25274,9,个位,60,百位,23,十位,2
25275,0,百位,6679,十位,9,个位,14
25275,9,个位,61,百位,24,十位,3
25276,0,百位,6680,十位,10,个位,0
25276,9,个位,62,百位,25,十位,4
25277,0,百位,6681,十位,11,个位,1
25277,9,个位,63,百位,0,十位,5
25278,0,百位,6682,十位,12,个位,2
25278,9,个位,64,百位,1,十位,6
25279,0,百位,6683,十位,13,个位,3
25279,9,个位,65,百位,2,十位,7
25280,0,百位,6684,十位,14,个位,4
25280,9,个位,66,百位,3,十位,8
25281,0,百位,6685,十位,15,个位,5
25284,0,百位,6686,十位,0,个位,6
25285,0,百位,6687,十位,1,个位,7
25286,0,百位,6688,十位,0,个位,8
25287,0,百位,6689,十位,1,个位,9
25288,0,百位,6690,十位,2,个位,0
25289,0,百位,6691,十位,0,个位,1
25290,0,百位,6692,十位,1,个位,2
25291,0,百位,6693,十位,2,个位,3
25292,0,百位,6694,十位,3,个位,4
25294,0,百位,6695,十位,4,个位,5
25295,0,百位,6696,十位,5,个位,6
25297,0,百位,6697,十位,6,个位,7
25298,0,百位,6698,十位,7,个位,8
25299,0,百位,6699,十位,8,个位,9
25300,0,百位,6700,十位,0,个位,0
25301,0,百位,6701,十位,1,个位,1
25303,0,百位,6702,十位,2,个位,2
25305,0,百位,6703,十位,3,个位,3
25306,0,百位,6704,十位,4,个位,4
25307,0,百位,6705,十位,5,个位,5
25308,0,百位,6706,十位,6,个位,6
25309,0,百位,6707,十位,7,个位,7
25311,0,百位,6708,十位,8,个位,8
25312,0,百位,6709,十位,9,个位,9
25313,0,百位,6710,十位,0,个位,10
25314,0,百位,6711,十位,1,个位,11
25315,0,百位,6712,十位,0,个位,12
25316,0,百位,6713,十位,1,个位,13
25317,0,百位,6714,十位,2,个位,14
25318,0,百位,6715,十位,3,个位,15
25319,0,百位,6716,十位,4,个位,16
25320,0,百位,6717,十位,5,个位,17
25321,0,百位,6718,十位,6,个位,18
25322,0,百位,6719,十位,7,个位,19
25323,0,百位,6720,十位,8,个位,20
25324,0,百位,6721,十位,9,个位,21
25325,0,百位,6722,十位,10,个位,22
25327,0,百位,6723,十位,11,个位,23
25328,0,百位,6724,十位,12,个位,24
25329,0,百位,6725,十位,13,个位,25
25330,0,百位,6726,十位,14,个位,0
25331,0,百位,6727,十位,15,个位,1
25332,0,百位,6728,十位,16,个位,0
25333,0,百位,6729,十位,17,个位,1
25334,0,百位,6730,十位,18,个位,2
25335,0,百位,6731,十位,19,个位,3
25336,0,百位,6732,十位,20,个位,4
25337,0,百位,6733,十位,21,个位,5
25338,0,百位,6734,十位,22,个位,6
25339,0,百位,6735,十位,23,个位,7
25340,0,百位,6736,十位,0,个位,0
25341,0,百位,6737,十位,1,个位,1
25344,0,百位,6738,十位,2,个位,2
25345,0,百位,6739,十位,3,个位,3
25346,0,百位,6740,十位,4,个位,4
25347,0,百位,6741,十位,5,个位,5
25348,0,百位,6742,十位,6,个位,6
25350,0,百位,6743,十位,7,个位,7
25351,0,百位,6744,十位,8,个位,8
26001,0,百位,6745,十位,9,个位,9
26002,0,百位,6746,十位,10,个位,0
26004,0,百位,6747,十位,11,个位,1
26006,0,百位,6748,十位,12,个位,2
26007,0,百位,6749,十位,13,个位,3
26008,0,百位,6750,十位,14,个位,4
26009,0,百位,6751,十位,0,个位,5
26010,0,百位,6752,十位,1,个位,6
26012,0,百位,6753,十位,2,个位,0
26013,0,百位,6754,十位,3,个位,1
26014,0,百位,6755,十位,4,个位,2
26015,0,百位,6756,十位,5,个位,3
26016,0,百位,6757,十位,0,个位,4
26017,0,百位,6758,十位,1,个位,5
26018,0,百位,6759,十位,2,个位,6
26019,0,百位,6760,十位,3,个位,7
26021,0,百位,6761,十位,4,个位,8
26022,0,百位,6762,十位,5,个位,9
26023,0,百位,6763,十位,6,个位,10
26024,0,百位,6764,十位,7,个位,11
26025,0,百位,6765,十位,8,个位,12
26026,0,百位,6766,十位,9,个位,13
26028,0,百位,6767,十位,10,个位,14
26029,0,百位,6768,十位,11,个位,15
26030,0,百位,6769,十位,12,个位,16
26031,0,百位,6770,十位,13,个位,17
26032,0,百位,6771,十位,14,个位,18
26033,0,百位,6772,十位,15,个位,0
26034,0,百位,6773,十位,16,个位,1
26035,0,百位,6774,十位,17,个位,2
26036,0,百位,6775,十位,18,个位,3
26037,0,百位,6776,十位,19,个位,4
26038,0,百位,6777,十位,20,个位,5
26039,0,百位,6778,十位,21,个位,6
26041,0,百位,6779,十位,22,个位,7
26042,0,百位,6780,十位,23,个位,8
26043,0,百位,6781,十位,24,个位,9
26045,0,百位,6782,十位,25,个位,10
26046,0,百位,6783,十位,26,个位,11
26047,0,百位,6784,十位,0,个位,12
26049,0,百位,6785,十位,1,个位,0
26050,0,百位,6786,十位,2,个位,1
26052,0,百位,6787,十位,3,个位,2
26053,0,百位,6788,十位,4,个位,3
26054,0,百位,6789,十位,5,个位,4
26055,0,百位,6790,十位,6,个位,5
26056,0,百位,6791,十位,7,个位,6
26057,0,百位,6792,十位,8,个位,7
26058,0,百位,6793,十位,9,个位,8
26059,0,百位,6794,十位,10,个位,0
26060,0,百位,6795,十位,0,个位,1
26061,0,百位,6796,十位,1,个位,2
26062,0,百位,6797,十位,2,个位,3
26063,0,百位,6798,十位,3,个位,4
26064,0,百位,6799,十位,4,个位,5
26065,0,百位,6800,十位,5,个位,6
26066,0,百位,6801,十位,6,个位,7
26067,0,百位,6802,十位,0,个位,8
26068,0,百位,6803,十位,1,个位,9
26069,0,百位,6804,十位,2,个位,0
26070,0,百位,6805,十位,3,个位,1
